stn,time,tre200dx,tre200dn,tre200j0
CGI,19981123,0.4,-7.2,-2.0
CGI,19981124,1.9,-4.8,-0.1
CGI,19981125,2.1,-4.7,0.0
CGI,19981126,3.6,-0.4,2.0
CGI,19981127,4.0,0.4,2.6
CGI,19981128,4.4,-3.0,2.3
CGI,19981129,3.1,-0.5,2.1
CGI,19981130,3.0,1.0,2.3
CGI,19981201,1.7,0.5,1.3
CGI,19981202,1.9,-0.1,0.9
CGI,19981203,0.8,-2.4,-0.5
CGI,19981204,0.6,-2.8,-1.3
CGI,19981205,1.8,-0.8,0.6
CGI,19981206,3.0,-4.0,0.3
CGI,19981207,0.6,-7.4,-1.9
CGI,19981208,0.1,-8.2,-2.8
CGI,19981209,-0.8,-6.3,-1.7
CGI,19981210,5.0,-3.4,1.3
CGI,19981211,7.2,0.3,5.1
CGI,19981212,5.7,-0.3,3.2
CGI,19981213,12.9,3.2,9.3
CGI,19981214,7.5,0.0,3.5
CGI,19981215,2.4,-0.6,1.6
CGI,19981216,4.8,-1.7,2.1
CGI,19981217,3.9,0.7,2.8
CGI,19981218,1.4,-2.3,-0.1
CGI,19981219,9.1,-1.1,7.0
CGI,19981220,3.0,-0.4,1.1
CGI,19981221,3.0,-2.3,1.5
CGI,19981222,1.4,-3.7,-0.2
CGI,19981223,0.2,-6.3,-2.1
CGI,19981224,1.8,-3.4,1.2
CGI,19981225,2.1,-5.2,-0.1
CGI,19981226,7.6,-1.4,2.9
CGI,19981227,8.7,4.5,7.6
CGI,19981228,11.9,2.7,8.4
CGI,19981229,7.6,-0.4,4.5
CGI,19981230,5.8,-1.7,2.3
CGI,19981231,5.0,-2.2,2.5
CGI,19990101,7.3,-0.3,3.6
CGI,19990102,6.7,-1.9,3.1
CGI,19990103,8.2,4.1,5.2
CGI,19990104,11.7,5.8,9.1
CGI,19990105,10.0,1.5,6.6
CGI,19990106,6.4,-1.5,2.7
CGI,19990107,11.6,-2.2,6.8
CGI,19990108,10.8,4.7,7.1
CGI,19990109,5.3,-0.7,3.8
CGI,19990110,2.7,1.0,2.1
CGI,19990111,2.4,-0.7,0.6
CGI,19990112,-0.3,-3.5,-1.2
CGI,19990113,3.3,-2.1,1.1
CGI,19990114,3.5,0.2,1.9
CGI,19990115,4.6,-2.4,1.6
CGI,19990116,9.6,1.5,6.6
CGI,19990117,6.7,0.4,4.3
CGI,19990118,6.2,1.4,4.6
CGI,19990119,3.1,-0.1,1.9
CGI,19990120,0.7,-1.5,-0.1
CGI,19990121,1.3,-1.6,0.2
CGI,19990122,0.2,-1.7,-0.7
CGI,19990123,0.4,-2.3,-0.9
CGI,19990124,0.5,-2.9,-1.3
CGI,19990125,5.4,-3.3,0.7
CGI,19990126,8.5,1.9,7.1
CGI,19990127,5.7,0.8,3.5
CGI,19990128,5.1,0.2,1.2
CGI,19990129,4.6,-2.0,2.1
CGI,19990130,-1.6,-4.5,-2.8
CGI,19990131,-1.5,-5.5,-3.2
CGI,19990201,2.7,-5.9,-1.1
CGI,19990202,3.2,-2.8,0.7
CGI,19990203,4.8,-1.6,2.6
CGI,19990204,7.2,-1.5,3.6
CGI,19990205,5.8,1.5,4.5
CGI,19990206,4.1,0.9,2.8
CGI,19990207,3.4,-1.7,1.8
CGI,19990208,-0.2,-3.2,-1.7
CGI,19990209,4.0,-1.6,2.9
CGI,19990210,0.4,-5.6,-1.5
CGI,19990211,-0.5,-6.0,-2.6
CGI,19990212,-1.3,-6.8,-3.1
CGI,19990213,-2.7,-7.3,-4.5
CGI,19990214,-1.2,-6.7,-2.9
CGI,19990215,1.2,-5.1,-0.9
CGI,19990216,3.3,-4.8,1.9
CGI,19990217,4.2,0.4,2.0
CGI,19990218,3.4,0.3,1.6
CGI,19990219,6.3,1.8,5.0
CGI,19990220,6.3,4.5,5.8
CGI,19990221,8.1,5.4,7.1
CGI,19990222,7.7,-0.1,3.6
CGI,19990223,4.0,-0.6,1.3
CGI,19990224,3.0,-3.8,0.9
CGI,19990225,5.6,-0.8,4.1
CGI,19990226,7.0,-1.2,3.7
CGI,19990227,10.0,-1.1,5.7
CGI,19990228,7.7,1.4,6.3
CGI,19990301,11.2,0.0,6.6
CGI,19990302,13.6,6.5,10.6
CGI,19990303,12.5,6.6,10.5
CGI,19990304,9.2,0.4,1.7
CGI,19990305,5.7,1.1,3.8
CGI,19990306,4.7,0.3,2.9
CGI,19990307,5.2,-1.2,2.0
CGI,19990308,6.3,-2.5,2.7
CGI,19990309,15.3,5.7,12.2
CGI,19990310,12.8,4.9,10.2
CGI,19990311,11.9,3.1,9.0
CGI,19990312,14.8,3.6,9.9
CGI,19990313,16.1,3.1,11.7
CGI,19990314,15.6,5.5,12.1
CGI,19990315,16.6,4.2,12.3
CGI,19990316,15.8,4.6,11.4
CGI,19990317,11.9,5.0,9.3
CGI,19990318,12.0,1.6,8.1
CGI,19990319,8.2,2.4,6.5
CGI,19990320,10.5,-0.7,7.4
CGI,19990321,12.4,-1.4,7.9
CGI,19990322,6.9,4.4,5.7
CGI,19990323,9.9,2.3,6.7
CGI,19990324,12.7,0.4,8.7
CGI,19990325,13.4,2.4,10.4
CGI,19990326,13.7,5.9,10.0
CGI,19990327,6.7,2.9,4.9
CGI,19990328,6.6,3.0,5.3
CGI,19990329,9.3,1.6,7.2
CGI,19990330,12.8,0.0,9.0
CGI,19990331,15.4,1.6,11.0
CGI,19990401,17.5,3.6,12.6
CGI,19990402,16.6,4.8,13.3
CGI,19990403,15.8,5.0,12.7
CGI,19990404,17.5,7.5,14.3
CGI,19990405,16.8,4.5,13.5
CGI,19990406,19.0,5.7,15.4
CGI,19990407,12.5,6.2,8.6
CGI,19990408,12.6,6.5,10.6
CGI,19990409,14.4,5.8,11.8
CGI,19990410,15.8,2.7,11.8
CGI,19990411,10.4,4.6,8.7
CGI,19990412,7.7,0.6,6.0
CGI,19990413,9.6,4.0,6.8
CGI,19990414,11.8,1.5,9.4
CGI,19990415,7.2,0.3,1.1
CGI,19990416,5.8,0.4,4.2
CGI,19990417,9.6,-0.9,6.6
CGI,19990418,7.6,2.1,5.2
CGI,19990419,10.8,3.6,7.7
CGI,19990420,8.9,3.0,7.2
CGI,19990421,12.6,7.1,10.2
CGI,19990422,17.0,5.1,14.0
CGI,19990423,14.1,3.6,10.6
CGI,19990424,12.2,6.6,10.0
CGI,19990425,15.7,6.2,12.1
CGI,19990426,15.4,8.8,13.2
CGI,19990427,18.1,9.2,15.5
CGI,19990428,16.2,6.3,13.7
CGI,19990429,17.6,9.1,14.6
CGI,19990430,16.6,8.9,14.5
CGI,19990501,21.3,7.0,17.1
CGI,19990502,21.0,7.9,17.4
CGI,19990503,22.2,10.1,18.8
CGI,19990504,20.0,13.0,16.9
CGI,19990505,21.1,12.9,17.4
CGI,19990506,21.0,12.0,18.2
CGI,19990507,22.9,9.3,19.1
CGI,19990508,15.2,11.7,13.8
CGI,19990509,19.2,7.3,16.1
CGI,19990510,22.9,10.6,19.5
CGI,19990511,19.3,13.8,16.5
CGI,19990512,19.9,14.8,17.7
CGI,19990513,24.0,13.7,20.1
CGI,19990514,16.3,11.0,14.7
CGI,19990515,16.2,9.7,14.2
CGI,19990516,19.2,9.6,16.8
CGI,19990517,12.9,8.5,11.8
CGI,19990518,21.0,7.7,17.1
CGI,19990519,15.8,9.9,14.0
CGI,19990520,13.5,9.3,11.7
CGI,19990521,14.7,9.9,12.6
CGI,19990522,16.1,11.5,14.1
CGI,19990523,18.8,10.3,16.9
CGI,19990524,21.9,10.2,18.6
CGI,19990525,24.7,11.8,20.8
CGI,19990526,23.5,11.0,19.6
CGI,19990527,25.6,12.4,22.4
CGI,19990528,25.2,15.3,22.6
CGI,19990529,28.0,15.8,24.0
CGI,19990530,28.1,15.3,23.7
CGI,19990531,25.6,15.1,22.5
CGI,19990601,26.7,13.4,23.1
CGI,19990602,28.9,12.9,22.0
CGI,19990603,25.5,12.1,20.9
CGI,19990604,18.2,10.2,16.0
CGI,19990605,18.6,8.9,16.3
CGI,19990606,15.9,9.4,12.4
CGI,19990607,19.0,7.5,16.2
CGI,19990608,17.9,11.4,15.2
CGI,19990609,20.5,9.7,17.9
CGI,19990610,16.1,11.2,14.5
CGI,19990611,21.5,9.8,17.8
CGI,19990612,20.2,9.5,17.7
CGI,19990613,22.8,9.4,19.3
CGI,19990614,17.9,11.8,15.6
CGI,19990615,22.0,13.3,19.6
CGI,19990616,23.2,13.9,20.3
CGI,19990617,24.5,12.8,21.4
CGI,19990618,22.6,12.8,20.5
CGI,19990619,21.8,13.2,19.4
CGI,19990620,21.6,10.2,18.4
CGI,19990621,18.5,9.7,15.5
CGI,19990622,18.5,8.2,15.9
CGI,19990623,21.1,7.6,17.6
CGI,19990624,23.9,8.4,20.4
CGI,19990625,26.8,10.1,22.3
CGI,19990626,19.6,13.2,18.1
CGI,19990627,25.4,13.6,21.1
CGI,19990628,21.4,11.4,18.5
CGI,19990629,22.8,10.4,19.0
CGI,19990630,23.8,13.5,21.3
CGI,19990701,24.8,11.6,21.5
CGI,19990702,27.7,13.3,24.1
CGI,19990703,30.2,15.7,26.2
CGI,19990704,30.2,17.3,26.7
CGI,19990705,27.6,15.1,24.4
CGI,19990706,20.9,14.7,18.6
CGI,19990707,21.1,13.3,18.8
CGI,19990708,23.2,12.4,21.2
CGI,19990709,22.3,16.0,20.3
CGI,19990710,23.3,14.5,20.2
CGI,19990711,24.6,16.3,22.0
CGI,19990712,26.0,17.3,22.7
CGI,19990713,27.2,16.5,23.6
CGI,19990714,23.6,16.4,21.2
CGI,19990715,24.4,13.2,21.1
CGI,19990716,24.4,11.7,21.5
CGI,19990717,26.6,14.0,22.8
CGI,19990718,29.0,15.7,24.6
CGI,19990719,27.1,17.9,23.8
CGI,19990720,28.4,15.4,24.9
CGI,19990721,27.6,16.5,24.8
CGI,19990722,22.0,14.5,20.3
CGI,19990723,21.8,13.1,18.9
CGI,19990724,23.4,12.3,20.1
CGI,19990725,25.3,12.7,21.3
CGI,19990726,27.7,12.5,23.7
CGI,19990727,28.3,15.0,24.7
CGI,19990728,24.4,16.5,21.1
CGI,19990729,26.6,17.6,23.6
CGI,19990730,26.9,14.1,23.5
CGI,19990731,26.5,13.4,23.1
CGI,19990801,26.6,13.5,23.3
CGI,19990802,27.7,13.5,24.0
CGI,19990803,27.7,17.0,24.2
CGI,19990804,22.8,17.2,21.5
CGI,19990805,28.7,17.8,24.8
CGI,19990806,28.6,16.6,25.4
CGI,19990807,26.1,14.8,22.9
CGI,19990808,27.1,17.7,23.1
CGI,19990809,26.8,15.4,23.5
CGI,19990810,24.2,16.6,21.3
CGI,19990811,21.7,14.9,19.6
CGI,19990812,20.5,12.6,18.9
CGI,19990813,21.9,11.1,18.8
CGI,19990814,22.8,11.4,20.1
CGI,19990815,23.6,16.7,21.2
CGI,19990816,17.6,14.9,16.3
CGI,19990817,22.0,14.4,19.8
CGI,19990818,25.0,14.2,20.1
CGI,19990819,19.7,13.4,18.2
CGI,19990820,19.8,12.0,16.7
CGI,19990821,22.5,10.2,19.6
CGI,19990822,22.2,11.6,19.4
CGI,19990823,21.7,11.9,18.9
CGI,19990824,27.1,14.8,22.8
CGI,19990825,25.8,15.4,22.9
CGI,19990826,23.5,16.2,21.5
CGI,19990827,25.7,14.6,22.3
CGI,19990828,24.6,16.4,20.9
CGI,19990829,23.3,15.2,20.9
CGI,19990830,22.9,12.2,20.0
CGI,19990831,24.4,11.6,20.9
CGI,19990901,24.8,12.4,21.6
CGI,19990902,23.3,15.5,20.8
CGI,19990903,22.9,12.9,19.0
CGI,19990904,22.0,12.2,19.0
CGI,19990905,25.3,11.9,21.3
CGI,19990906,20.8,13.2,18.6
CGI,19990907,25.0,13.2,20.7
CGI,19990908,25.1,12.4,21.2
CGI,19990909,26.1,12.6,21.8
CGI,19990910,25.2,11.8,21.5
CGI,19990911,25.9,13.8,22.0
CGI,19990912,26.4,13.7,22.6
CGI,19990913,26.6,13.9,22.8
CGI,19990914,26.0,14.2,22.4
CGI,19990915,23.6,15.0,20.2
CGI,19990916,20.8,14.3,18.5
CGI,19990917,23.3,12.7,19.4
CGI,19990918,20.8,12.2,17.5
CGI,19990919,18.4,13.0,16.5
CGI,19990920,20.5,12.5,17.0
CGI,19990921,22.3,8.9,18.3
CGI,19990922,22.3,11.1,18.6
CGI,19990923,24.1,13.4,20.7
CGI,19990924,22.1,15.1,19.5
CGI,19990925,17.4,14.6,16.8
CGI,19990926,17.7,10.7,16.0
CGI,19990927,17.9,9.1,15.7
CGI,19990928,15.0,12.7,13.8
CGI,19990929,18.9,12.8,16.0
CGI,19990930,17.2,10.6,13.4
CGI,19991001,17.3,10.1,15.3
CGI,19991002,17.0,9.2,14.8
CGI,19991003,14.9,7.2,10.4
CGI,19991004,11.6,5.7,9.5
CGI,19991005,10.6,4.2,8.7
CGI,19991006,13.7,3.3,10.9
CGI,19991007,12.5,3.3,9.8
CGI,19991008,15.1,2.1,11.1
CGI,19991009,15.3,5.5,12.3
CGI,19991010,16.6,5.8,13.0
CGI,19991011,14.8,5.8,12.3
CGI,19991012,15.2,7.7,13.3
CGI,19991013,13.9,8.0,12.6
CGI,19991014,15.8,8.9,13.7
CGI,19991015,14.1,7.7,12.5
CGI,19991016,13.6,8.0,11.7
CGI,19991017,12.8,8.9,11.4
CGI,19991018,9.2,5.1,7.1
CGI,19991019,8.3,5.3,7.4
CGI,19991020,11.7,7.8,10.3
CGI,19991021,12.1,6.3,10.5
CGI,19991022,12.8,5.7,10.6
CGI,19991023,15.3,7.2,12.1
CGI,19991024,11.8,6.2,10.3
CGI,19991025,12.2,10.1,10.8
CGI,19991026,15.4,7.4,12.3
CGI,19991027,14.6,6.2,11.2
CGI,19991028,13.0,5.7,10.4
CGI,19991029,17.2,10.0,14.2
CGI,19991030,15.8,10.5,13.6
CGI,19991031,17.3,6.1,14.5
CGI,19991101,17.2,4.1,11.8
CGI,19991102,13.8,10.7,12.8
CGI,19991103,11.3,8.2,10.4
CGI,19991104,11.5,7.6,9.4
CGI,19991105,14.2,8.3,10.7
CGI,19991106,13.5,4.2,6.7
CGI,19991107,10.1,3.4,7.8
CGI,19991108,11.2,2.4,8.4
CGI,19991109,9.9,4.0,8.1
CGI,19991110,7.4,2.2,6.0
CGI,19991111,5.6,1.9,4.3
CGI,19991112,6.3,-0.1,4.0
CGI,19991113,6.8,1.8,4.6
CGI,19991114,4.3,2.4,3.5
CGI,19991115,5.8,2.4,4.3
CGI,19991116,5.2,1.8,4.2
CGI,19991117,3.0,-0.6,1.3
CGI,19991118,3.1,-0.1,0.9
CGI,19991119,1.4,-1.1,0.1
CGI,19991120,0.7,-2.4,-0.8
CGI,19991121,-1.7,-3.2,-2.6
CGI,19991122,0.2,-2.5,-1.2
CGI,19991123,0.9,-2.6,-0.3
CGI,19991124,6.6,-2.3,3.1
CGI,19991125,3.1,-0.7,2.0
CGI,19991126,3.0,-2.8,1.1
CGI,19991127,6.3,-3.3,2.4
CGI,19991128,1.7,-1.3,1.1
CGI,19991129,0.8,-1.9,-0.4
CGI,19991130,0.0,-1.8,-0.8
CGI,19991201,5.0,-2.1,1.1
CGI,19991202,8.8,0.7,5.6
CGI,19991203,9.0,-0.7,4.5
CGI,19991204,7.8,4.4,6.3
CGI,19991205,5.8,-1.3,2.4
CGI,19991206,2.4,-3.9,0.3
CGI,19991207,11.7,-3.4,3.9
CGI,19991208,11.0,2.7,8.3
CGI,19991209,9.6,1.7,7.9
CGI,19991210,6.2,3.2,5.1
CGI,19991211,7.5,0.4,2.5
CGI,19991212,9.8,2.3,8.5
CGI,19991213,5.6,2.0,3.9
CGI,19991214,5.6,1.4,5.0
CGI,19991215,4.4,-1.0,2.3
CGI,19991216,1.2,-2.6,0.0
CGI,19991217,1.2,-5.8,-1.6
CGI,19991218,6.4,0.6,3.4
CGI,19991219,8.8,0.7,8.1
CGI,19991220,1.3,-1.3,0.1
CGI,19991221,0.6,-3.4,-0.7
CGI,19991222,0.7,-5.8,-1.7
CGI,19991223,5.0,-4.9,1.7
CGI,19991224,8.5,0.6,5.1
CGI,19991225,11.1,4.5,8.8
CGI,19991226,12.5,6.1,9.2
CGI,19991227,8.7,0.9,4.9
CGI,19991228,6.9,0.0,1.5
CGI,19991229,1.2,-2.0,0.3
CGI,19991230,1.6,-6.2,-1.5
CGI,19991231,0.0,-4.2,-1.0
CGI,20000101,2.8,-1.5,1.4
CGI,20000102,4.9,-0.2,3.1
CGI,20000103,4.6,-2.0,2.1
CGI,20000104,6.9,-2.1,3.6
CGI,20000105,7.5,0.2,5.2
CGI,20000106,6.5,0.2,4.2
CGI,20000107,4.1,-0.7,2.2
CGI,20000108,2.6,-2.1,0.3
CGI,20000109,4.5,1.3,3.5
CGI,20000110,4.5,3.2,4.0
CGI,20000111,4.5,2.3,3.6
CGI,20000112,3.8,-1.7,2.7
CGI,20000113,3.1,-2.0,1.1
CGI,20000114,3.3,-2.9,0.8
CGI,20000115,1.4,-2.5,-0.1
CGI,20000116,0.4,-2.5,-0.3
CGI,20000117,2.6,-4.7,-0.1
CGI,20000118,5.9,-3.0,2.7
CGI,20000119,4.7,0.4,3.0
CGI,20000120,2.4,-2.2,0.8
CGI,20000121,3.6,-2.9,2.1
CGI,20000122,1.6,-2.5,-0.1
CGI,20000123,2.7,-2.3,1.0
CGI,20000124,0.7,-8.2,-1.2
CGI,20000125,-3.9,-9.9,-5.0
CGI,20000126,-3.8,-11.6,-6.2
CGI,20000127,-2.6,-8.1,-5.0
CGI,20000128,0.3,-8.4,-3.3
CGI,20000129,4.9,-2.8,3.1
CGI,20000130,7.5,4.9,6.8
CGI,20000131,9.9,1.0,6.8
CGI,20000201,7.2,-0.5,3.1
CGI,20000202,7.9,1.3,6.9
CGI,20000203,8.7,0.8,5.8
CGI,20000204,6.5,-1.6,3.3
CGI,20000205,8.6,-1.0,5.0
CGI,20000206,10.9,-0.5,5.5
CGI,20000207,9.7,5.6,7.9
CGI,20000208,10.1,6.0,7.7
CGI,20000209,9.1,2.2,5.6
CGI,20000210,7.6,-1.2,4.2
CGI,20000211,6.6,3.3,5.4
CGI,20000212,7.0,1.0,4.4
CGI,20000213,5.6,2.1,4.0
CGI,20000214,4.3,1.0,2.6
CGI,20000215,11.1,4.0,7.9
CGI,20000216,7.3,0.0,4.6
CGI,20000217,3.1,-0.6,1.5
CGI,20000218,6.9,-1.1,1.4
CGI,20000219,7.7,2.8,5.3
CGI,20000220,4.5,0.2,3.0
CGI,20000221,5.3,-0.4,2.8
CGI,20000222,4.8,-1.9,2.8
CGI,20000223,6.5,-2.7,3.3
CGI,20000224,5.4,-1.8,3.4
CGI,20000225,11.0,0.2,8.2
CGI,20000226,11.2,0.5,7.4
CGI,20000227,11.3,0.4,8.0
CGI,20000228,16.2,2.4,12.3
CGI,20000229,9.2,6.4,7.2
CGI,20000301,7.3,2.3,6.4
CGI,20000302,6.9,0.9,4.8
CGI,20000303,9.9,0.1,6.5
CGI,20000304,8.6,0.4,6.4
CGI,20000305,6.9,-0.8,4.0
CGI,20000306,8.7,-2.4,4.7
CGI,20000307,11.3,0.3,7.4
CGI,20000308,13.5,0.3,8.5
CGI,20000309,17.8,4.9,12.8
CGI,20000310,15.6,4.7,11.9
CGI,20000311,17.8,2.0,12.1
CGI,20000312,14.5,4.3,11.6
CGI,20000313,14.0,1.7,9.7
CGI,20000314,15.5,6.6,12.0
CGI,20000315,9.9,3.1,7.3
CGI,20000316,10.9,0.7,7.4
CGI,20000317,13.3,4.9,10.6
CGI,20000318,12.2,3.4,9.8
CGI,20000319,11.6,5.2,9.1
CGI,20000320,11.3,1.7,7.8
CGI,20000321,11.9,-0.7,7.9
CGI,20000322,14.5,0.8,10.1
CGI,20000323,11.2,3.6,9.0
CGI,20000324,10.7,4.2,8.8
CGI,20000325,14.2,1.4,10.3
CGI,20000326,9.7,4.0,7.3
CGI,20000327,8.6,0.6,5.8
CGI,20000328,8.8,-0.8,6.2
CGI,20000329,6.0,3.0,4.0
CGI,20000330,8.2,2.5,6.1
CGI,20000331,10.1,0.1,7.7
CGI,20000401,9.5,2.0,7.1
CGI,20000402,12.8,-0.4,8.8
CGI,20000403,15.5,4.7,12.0
CGI,20000404,14.8,4.3,11.9
CGI,20000405,10.2,6.4,8.7
CGI,20000406,9.8,4.1,8.2
CGI,20000407,12.4,1.8,8.6
CGI,20000408,15.0,0.2,10.5
CGI,20000409,11.0,3.9,9.0
CGI,20000410,15.1,5.5,11.4
CGI,20000411,11.9,8.1,9.7
CGI,20000412,11.3,3.1,7.7
CGI,20000413,13.2,4.7,8.5
CGI,20000414,19.1,5.5,15.3
CGI,20000415,14.3,5.6,10.7
CGI,20000416,11.3,3.3,8.9
CGI,20000417,10.2,5.7,8.3
CGI,20000418,13.1,4.7,10.1
CGI,20000419,14.4,3.7,10.8
CGI,20000420,17.8,3.4,13.5
CGI,20000421,22.5,7.1,17.6
CGI,20000422,23.4,8.5,18.6
CGI,20000423,16.4,7.8,13.6
CGI,20000424,13.0,5.4,10.2
CGI,20000425,17.5,3.8,13.4
CGI,20000426,20.9,6.4,17.1
CGI,20000427,21.0,9.2,16.3
CGI,20000428,16.5,9.4,13.3
CGI,20000429,15.4,8.1,12.3
CGI,20000430,21.0,5.8,16.6
CGI,20000501,22.2,10.0,18.4
CGI,20000502,23.7,9.7,19.3
CGI,20000503,21.2,9.7,17.8
CGI,20000504,21.4,10.5,17.7
CGI,20000505,20.7,10.0,17.5
CGI,20000506,18.4,9.7,15.6
CGI,20000507,22.4,8.9,18.3
CGI,20000508,22.2,12.9,19.2
CGI,20000509,24.2,10.5,20.4
CGI,20000510,25.2,12.4,21.1
CGI,20000511,25.3,11.0,21.4
CGI,20000512,22.0,11.2,18.5
CGI,20000513,22.0,9.1,18.6
CGI,20000514,22.5,12.8,19.6
CGI,20000515,25.3,11.8,22.0
CGI,20000516,27.7,13.0,23.8
CGI,20000517,23.2,12.2,19.1
CGI,20000518,17.5,9.9,15.7
CGI,20000519,17.2,8.6,14.6
CGI,20000520,18.0,7.2,15.2
CGI,20000521,20.4,5.4,17.0
CGI,20000522,18.6,8.1,15.9
CGI,20000523,20.5,7.9,16.8
CGI,20000524,24.2,8.9,20.9
CGI,20000525,19.5,13.0,18.5
CGI,20000526,25.2,13.1,20.9
CGI,20000527,17.6,8.4,12.5
CGI,20000528,16.3,7.7,14.4
CGI,20000529,17.7,8.7,14.9
CGI,20000530,18.5,7.7,13.8
CGI,20000531,19.6,9.6,16.2
CGI,20000601,22.8,8.8,19.2
CGI,20000602,27.3,10.3,22.7
CGI,20000603,27.5,13.6,24.0
CGI,20000604,25.6,14.8,22.6
CGI,20000605,25.0,14.4,22.1
CGI,20000606,15.5,11.8,13.9
CGI,20000607,21.5,9.5,18.8
CGI,20000608,23.3,10.6,19.8
CGI,20000609,28.4,13.9,24.4
CGI,20000610,27.1,15.9,24.4
CGI,20000611,22.5,15.0,19.2
CGI,20000612,23.2,14.0,20.1
CGI,20000613,25.2,16.3,21.4
CGI,20000614,26.1,15.6,22.1
CGI,20000615,26.8,13.1,23.7
CGI,20000616,25.1,13.4,22.5
CGI,20000617,25.1,14.6,22.1
CGI,20000618,27.0,11.2,22.5
CGI,20000619,28.9,15.2,25.6
CGI,20000620,30.8,16.6,26.6
CGI,20000621,31.3,14.6,26.5
CGI,20000622,28.1,15.7,24.1
CGI,20000623,22.7,15.3,20.1
CGI,20000624,18.1,13.4,16.6
CGI,20000625,18.7,11.9,15.8
CGI,20000626,22.2,9.8,19.3
CGI,20000627,24.3,9.5,20.5
CGI,20000628,21.7,14.6,19.1
CGI,20000629,25.1,12.3,21.6
CGI,20000630,26.1,11.8,22.0
CGI,20000701,29.7,13.2,25.8
CGI,20000702,32.6,16.2,26.7
CGI,20000703,24.0,16.1,21.6
CGI,20000704,24.0,15.1,21.0
CGI,20000705,24.6,14.0,22.4
CGI,20000706,26.5,11.9,22.8
CGI,20000707,28.0,17.0,24.1
CGI,20000708,19.8,12.8,17.3
CGI,20000709,17.4,9.4,15.1
CGI,20000710,17.5,12.5,14.4
CGI,20000711,16.6,10.7,13.8
CGI,20000712,16.6,10.1,13.8
CGI,20000713,18.5,7.8,15.8
CGI,20000714,15.3,11.1,13.7
CGI,20000715,15.2,9.1,12.8
CGI,20000716,17.4,9.6,14.1
CGI,20000717,20.6,7.0,17.2
CGI,20000718,22.9,9.0,19.3
CGI,20000719,23.8,10.6,20.6
CGI,20000720,23.3,14.5,20.2
CGI,20000721,25.3,11.5,21.9
CGI,20000722,26.9,11.6,22.2
CGI,20000723,24.4,16.8,22.1
CGI,20000724,23.0,15.5,19.9
CGI,20000725,24.6,13.7,20.9
CGI,20000726,24.7,14.9,21.7
CGI,20000727,24.3,13.0,21.7
CGI,20000728,22.0,13.1,18.9
CGI,20000729,21.6,12.4,18.0
CGI,20000730,22.9,11.9,19.9
CGI,20000731,24.7,12.1,21.3
CGI,20000801,30.1,12.4,24.7
CGI,20000802,23.1,15.5,20.7
CGI,20000803,19.0,12.4,17.1
CGI,20000804,22.0,10.8,19.1
CGI,20000805,17.5,13.6,15.8
CGI,20000806,19.6,13.2,17.0
CGI,20000807,24.5,11.5,20.9
CGI,20000808,24.6,12.1,21.4
CGI,20000809,25.8,14.6,22.5
CGI,20000810,28.6,14.5,24.1
CGI,20000811,28.5,14.4,24.6
CGI,20000812,29.3,14.6,25.4
CGI,20000813,29.2,14.2,24.5
CGI,20000814,29.8,15.3,24.9
CGI,20000815,29.0,17.5,25.2
CGI,20000816,29.8,15.4,26.0
CGI,20000817,29.7,16.6,26.2
CGI,20000818,27.1,17.5,24.1
CGI,20000819,29.4,16.0,26.2
CGI,20000820,33.5,15.9,27.8
CGI,20000821,24.3,12.3,19.7
CGI,20000822,22.6,12.0,19.4
CGI,20000823,25.9,12.3,22.0
CGI,20000824,27.8,13.8,24.0
CGI,20000825,29.2,14.1,24.7
CGI,20000826,26.9,14.3,23.6
CGI,20000827,20.3,14.1,18.3
CGI,20000828,22.3,11.4,19.4
CGI,20000829,23.1,11.2,19.9
CGI,20000830,18.9,13.2,16.1
CGI,20000831,18.1,14.0,16.3
CGI,20000901,23.4,11.7,19.7
CGI,20000902,18.8,12.3,16.3
CGI,20000903,18.2,11.8,15.1
CGI,20000904,17.4,9.7,15.3
CGI,20000905,19.4,7.7,16.3
CGI,20000906,20.8,8.1,16.9
CGI,20000907,21.7,12.3,18.1
CGI,20000908,21.5,8.3,17.5
CGI,20000909,23.7,9.1,19.2
CGI,20000910,24.5,11.3,20.8
CGI,20000911,25.1,12.7,21.4
CGI,20000912,24.9,12.7,21.2
CGI,20000913,25.4,14.9,22.1
CGI,20000914,25.9,13.8,21.8
CGI,20000915,28.4,13.6,23.5
CGI,20000916,21.3,8.9,18.5
CGI,20000917,19.6,7.4,16.6
CGI,20000918,20.2,7.8,16.5
CGI,20000919,21.6,9.2,17.9
CGI,20000920,15.1,11.4,13.6
CGI,20000921,17.4,8.6,14.4
CGI,20000922,20.0,8.5,16.7
CGI,20000923,19.2,8.2,16.2
CGI,20000924,21.3,9.3,16.9
CGI,20000925,20.5,11.5,17.8
CGI,20000926,22.1,11.3,18.3
CGI,20000927,21.8,12.9,19.3
CGI,20000928,22.8,11.8,19.1
CGI,20000929,20.8,10.5,17.7
CGI,20000930,14.0,12.1,13.4
CGI,20001001,17.8,10.9,15.3
CGI,20001002,15.7,8.1,12.9
CGI,20001003,16.6,9.5,14.0
CGI,20001004,16.2,8.2,13.7
CGI,20001005,14.8,8.4,13.3
CGI,20001006,14.0,6.2,12.0
CGI,20001007,13.4,3.6,10.4
CGI,20001008,13.8,2.5,10.5
CGI,20001009,15.4,7.6,12.3
CGI,20001010,12.0,6.2,10.4
